ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
2100,Find Good Days to Rob the Bank,Medium,https://leetcode.com/problems/find-good-days-to-rob-the-bank/,"Array, Dynamic Programming, Prefix Sum",50.65,False,Algorithms,968,52,,"[{""title"": ""Non-decreasing Array"", ""titleSlug"": ""non-decreasing-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Mountain in Array"", ""titleSlug"": ""longest-mountain-in-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find in Mountain Array"", ""titleSlug"": ""find-in-mountain-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Ascending Subarray Sum"", ""titleSlug"": ""maximum-ascending-subarray-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find All Good Indices"", ""titleSlug"": ""find-all-good-indices"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1460,Make Two Arrays Equal by Reversing Subarrays,Easy,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/,"Array, Hash Table, Sorting",75.82,False,Algorithms,1499,162,,[]
1356,Sort Integers by The Number of 1 Bits,Easy,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/,"Array, Bit Manipulation, Sorting, Counting",78.77,False,Algorithms,2554,126,,"[{""title"": ""Find Subsequence of Length K With the Largest Sum"", ""titleSlug"": ""find-subsequence-of-length-k-with-the-largest-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find if Array Can Be Sorted"", ""titleSlug"": ""find-if-array-can-be-sorted"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3355,Zero Array Transformation I,Medium,https://leetcode.com/problems/zero-array-transformation-i/,"Array, Prefix Sum",54.4,False,Algorithms,813,85,,"[{""title"": ""Zero Array Transformation IV"", ""titleSlug"": ""zero-array-transformation-iv"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
479,Largest Palindrome Product,Hard,https://leetcode.com/problems/largest-palindrome-product/,"Math, Enumeration",35.56,False,Algorithms,183,1568,,[]
515,Find Largest Value in Each Tree Row,Medium,https://leetcode.com/problems/find-largest-value-in-each-tree-row/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",66.26,False,Algorithms,4077,128,,[]
1533,Find the Index of the Large Integer,Medium,https://leetcode.com/problems/find-the-index-of-the-large-integer/,"Array, Binary Search, Interactive",56.58,True,Algorithms,261,34,,"[{""title"": ""Search in a Sorted Array of Unknown Size"", ""titleSlug"": ""search-in-a-sorted-array-of-unknown-size"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1574,Shortest Subarray to be Removed to Make Array Sorted,Medium,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack",51.39,False,Algorithms,2407,157,,"[{""title"": ""Count the Number of Incremovable Subarrays II"", ""titleSlug"": ""count-the-number-of-incremovable-subarrays-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count the Number of Incremovable Subarrays I"", ""titleSlug"": ""count-the-number-of-incremovable-subarrays-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2015,Average Height of Buildings in Each Segment,Medium,https://leetcode.com/problems/average-height-of-buildings-in-each-segment/,"Array, Greedy, Sorting, Heap (Priority Queue)",57.64,True,Algorithms,55,29,,"[{""title"": ""Average Waiting Time"", ""titleSlug"": ""average-waiting-time"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Describe the Painting"", ""titleSlug"": ""describe-the-painting"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Amount of New Area Painted Each Day"", ""titleSlug"": ""amount-of-new-area-painted-each-day"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Divide Intervals Into Minimum Number of Groups"", ""titleSlug"": ""divide-intervals-into-minimum-number-of-groups"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
336,Palindrome Pairs,Hard,https://leetcode.com/problems/palindrome-pairs/,"Array, Hash Table, String, Trie",36.44,False,Algorithms,4592,470,,"[{""title"": ""Longest Palindromic Substring"", ""titleSlug"": ""longest-palindromic-substring"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Shortest Palindrome"", ""titleSlug"": ""shortest-palindrome"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Longest Palindrome by Concatenating Two Letter Words"", ""titleSlug"": ""longest-palindrome-by-concatenating-two-letter-words"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Maximum Number of String Pairs"", ""titleSlug"": ""find-maximum-number-of-string-pairs"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
623,Add One Row to Tree,Medium,https://leetcode.com/problems/add-one-row-to-tree/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",64.07,False,Algorithms,3631,270,,[]
404,Sum of Left Leaves,Easy,https://leetcode.com/problems/sum-of-left-leaves/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",61.86,False,Algorithms,5678,319,,[]
394,Decode String,Medium,https://leetcode.com/problems/decode-string/,"String, Stack, Recursion",61.44,False,Algorithms,13518,673,,"[{""title"": ""Encode String with Shortest Length"", ""titleSlug"": ""encode-string-with-shortest-length"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Number of Atoms"", ""titleSlug"": ""number-of-atoms"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Brace Expansion"", ""titleSlug"": ""brace-expansion"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2542,Maximum Subsequence Score,Medium,https://leetcode.com/problems/maximum-subsequence-score/,"Array, Greedy, Sorting, Heap (Priority Queue)",54.35,False,Algorithms,3041,205,,"[{""title"": ""IPO"", ""titleSlug"": ""ipo"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Cost to Hire K Workers"", ""titleSlug"": ""minimum-cost-to-hire-k-workers"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2534,Time Taken to Cross the Door,Hard,https://leetcode.com/problems/time-taken-to-cross-the-door/,"Array, Queue, Simulation",49.66,True,Algorithms,113,23,,"[{""title"": ""The Latest Time to Catch a Bus"", ""titleSlug"": ""the-latest-time-to-catch-a-bus"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
420,Strong Password Checker,Hard,https://leetcode.com/problems/strong-password-checker/,"String, Greedy, Heap (Priority Queue)",14.79,False,Algorithms,938,1748,,"[{""title"": ""Strong Password Checker II"", ""titleSlug"": ""strong-password-checker-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3398,Smallest Substring With Identical Characters I,Hard,https://leetcode.com/problems/smallest-substring-with-identical-characters-i/,"Array, Binary Search, Enumeration",19.45,False,Algorithms,92,4,,[]
3448,Count Substrings Divisible By Last Digit,Hard,https://leetcode.com/problems/count-substrings-divisible-by-last-digit/,"String, Dynamic Programming",21.22,False,Algorithms,73,7,,"[{""title"": ""Number of Divisible Substrings"", ""titleSlug"": ""number-of-divisible-substrings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1994,The Number of Good Subsets,Hard,https://leetcode.com/problems/the-number-of-good-subsets/,"Array, Hash Table, Math, Dynamic Programming, Bit Manipulation, Counting, Number Theory, Bitmask",36.04,False,Algorithms,497,17,,"[{""title"": ""Smallest Sufficient Team"", ""titleSlug"": ""smallest-sufficient-team"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Fair Distribution of Cookies"", ""titleSlug"": ""fair-distribution-of-cookies"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Ways to Wear Different Hats to Each Other"", ""titleSlug"": ""number-of-ways-to-wear-different-hats-to-each-other"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1177,Can Make Palindrome from Substring,Medium,https://leetcode.com/problems/can-make-palindrome-from-substring/,"Array, Hash Table, String, Bit Manipulation, Prefix Sum",40.46,False,Algorithms,856,281,,"[{""title"": ""Plates Between Candles"", ""titleSlug"": ""plates-between-candles"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximize the Number of Partitions After Operations"", ""titleSlug"": ""maximize-the-number-of-partitions-after-operations"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2247,Maximum Cost of Trip With K Highways,Hard,https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways/,"Dynamic Programming, Bit Manipulation, Graph, Bitmask",50.4,True,Algorithms,62,0,,"[{""title"": ""Minimum Cost to Reach Destination in Time"", ""titleSlug"": ""minimum-cost-to-reach-destination-in-time"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Cost to Reach City With Discounts"", ""titleSlug"": ""minimum-cost-to-reach-city-with-discounts"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
617,Merge Two Binary Trees,Easy,https://leetcode.com/problems/merge-two-binary-trees/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",78.78,False,Algorithms,8975,313,,[]
3361,Shift Distance Between Two Strings,Medium,https://leetcode.com/problems/shift-distance-between-two-strings/,"Array, String, Prefix Sum",52.86,False,Algorithms,62,42,,"[{""title"": ""Shifting Letters"", ""titleSlug"": ""shifting-letters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Shifting Letters II"", ""titleSlug"": ""shifting-letters-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1234,Replace the Substring for Balanced String,Medium,https://leetcode.com/problems/replace-the-substring-for-balanced-string/,"String, Sliding Window",39.83,False,Algorithms,1257,223,,[]
347,Top K Frequent Elements,Medium,https://leetcode.com/problems/top-k-frequent-elements/,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect",64.83,False,Algorithms,18592,734,,"[{""title"": ""Word Frequency"", ""titleSlug"": ""word-frequency"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Kth Largest Element in an Array"", ""titleSlug"": ""kth-largest-element-in-an-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sort Characters By Frequency"", ""titleSlug"": ""sort-characters-by-frequency"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Split Array into Consecutive Subsequences"", ""titleSlug"": ""split-array-into-consecutive-subsequences"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Top K Frequent Words"", ""titleSlug"": ""top-k-frequent-words"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""K Closest Points to Origin"", ""titleSlug"": ""k-closest-points-to-origin"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sort Features by Popularity"", ""titleSlug"": ""sort-features-by-popularity"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sender With Largest Word Count"", ""titleSlug"": ""sender-with-largest-word-count"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Most Frequent Even Element"", ""titleSlug"": ""most-frequent-even-element"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Linked List Frequency"", ""titleSlug"": ""linked-list-frequency"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2232,Minimize Result by Adding Parentheses to Expression,Medium,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression/,"String, Enumeration",67.77,False,Algorithms,222,343,,"[{""title"": ""Basic Calculator"", ""titleSlug"": ""basic-calculator"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Different Ways to Add Parentheses"", ""titleSlug"": ""different-ways-to-add-parentheses"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Solve the Equation"", ""titleSlug"": ""solve-the-equation"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
366,Find Leaves of Binary Tree,Medium,https://leetcode.com/problems/find-leaves-of-binary-tree/,"Tree, Depth-First Search, Binary Tree",81.11,True,Algorithms,3282,63,,[]
942,DI String Match,Easy,https://leetcode.com/problems/di-string-match/,"Array, Two Pointers, String, Greedy",80.3,False,Algorithms,2557,1066,,"[{""title"": ""Construct Smallest Number From DI String"", ""titleSlug"": ""construct-smallest-number-from-di-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1805,Number of Different Integers in a String,Easy,https://leetcode.com/problems/number-of-different-integers-in-a-string/,"Hash Table, String",39.4,False,Algorithms,650,104,,"[{""title"": ""Longest Subarray With Maximum Bitwise AND"", ""titleSlug"": ""longest-subarray-with-maximum-bitwise-and"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2976,Minimum Cost to Convert String I,Medium,https://leetcode.com/problems/minimum-cost-to-convert-string-i/,"Array, String, Graph, Shortest Path",57.46,False,Algorithms,942,65,,"[{""title"": ""Can Convert String in K Moves"", ""titleSlug"": ""can-convert-string-in-k-moves"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Moves to Convert String"", ""titleSlug"": ""minimum-moves-to-convert-string"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1675,Minimize Deviation in Array,Hard,https://leetcode.com/problems/minimize-deviation-in-array/,"Array, Greedy, Heap (Priority Queue), Ordered Set",53.93,False,Algorithms,3074,175,,[]
1014,Best Sightseeing Pair,Medium,https://leetcode.com/problems/best-sightseeing-pair/,"Array, Dynamic Programming",62.6,False,Algorithms,3259,75,,[]
2915,Length of the Longest Subsequence That Sums to Target,Medium,https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target/,"Array, Dynamic Programming",38.18,False,Algorithms,280,31,,"[{""title"": ""Coin Change"", ""titleSlug"": ""coin-change"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Coin Change II"", ""titleSlug"": ""coin-change-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find the Maximum Length of Valid Subsequence I"", ""titleSlug"": ""find-the-maximum-length-of-valid-subsequence-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find the Maximum Length of Valid Subsequence II"", ""titleSlug"": ""find-the-maximum-length-of-valid-subsequence-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1113,Reported Posts,Easy,https://leetcode.com/problems/reported-posts/,Database,65.09,True,Database,117,416,,[]
2719,Count of Integers,Hard,https://leetcode.com/problems/count-of-integers/,"Math, String, Dynamic Programming",37.46,False,Algorithms,543,12,,"[{""title"": ""Count Numbers with Non-Decreasing Digits "", ""titleSlug"": ""count-numbers-with-non-decreasing-digits"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1902,Depth of BST Given Insertion Order,Medium,https://leetcode.com/problems/depth-of-bst-given-insertion-order/,"Array, Tree, Binary Search Tree, Binary Tree, Ordered Set",42.39,True,Algorithms,105,11,,[]
3545,Minimum Deletions for At Most K Distinct Characters,Easy,https://leetcode.com/problems/minimum-deletions-for-at-most-k-distinct-characters/,"Hash Table, String, Greedy, Sorting, Counting",72.6,False,Algorithms,73,6,,[]
95,Unique Binary Search Trees II,Medium,https://leetcode.com/problems/unique-binary-search-trees-ii/,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree",60.79,False,Algorithms,7819,568,,"[{""title"": ""Unique Binary Search Trees"", ""titleSlug"": ""unique-binary-search-trees"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Different Ways to Add Parentheses"", ""titleSlug"": ""different-ways-to-add-parentheses"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2845,Count of Interesting Subarrays,Medium,https://leetcode.com/problems/count-of-interesting-subarrays/,"Array, Hash Table, Prefix Sum",58.05,False,Algorithms,950,266,,"[{""title"": ""Subarray Sums Divisible by K"", ""titleSlug"": ""subarray-sums-divisible-by-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Number of Nice Subarrays"", ""titleSlug"": ""count-number-of-nice-subarrays"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
523,Continuous Subarray Sum,Medium,https://leetcode.com/problems/continuous-subarray-sum/,"Array, Hash Table, Math, Prefix Sum",30.97,False,Algorithms,6689,702,,"[{""title"": ""Subarray Sum Equals K"", ""titleSlug"": ""subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Number of Operations to Make Array Continuous"", ""titleSlug"": ""minimum-number-of-operations-to-make-array-continuous"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Intervals Between Identical Elements"", ""titleSlug"": ""intervals-between-identical-elements"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Apply Operations to Make All Array Elements Equal to Zero"", ""titleSlug"": ""apply-operations-to-make-all-array-elements-equal-to-zero"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
